Experiment,Planet,Situation,Biome
evaScience,Mun,SrfLanded,Lowlands
evaScience,Mun,SrfLanded,FarsideBasin
evaScience,Mun,SrfSplashed,NorthernBasin
evaScience,Mun,SrfSplashed,HighlandCraters
evaScience,Mun,SrfSplashed,Highlands
evaScience,Mun,SrfSplashed,MidlandCraters
evaScience,Mun,SrfSplashed,Midlands
evaScience,Mun,SrfSplashed,Canyons
evaScience,Mun,SrfSplashed,EastCrater
evaScience,Mun,SrfSplashed,EastFarsideCrater
evaScience,Mun,SrfSplashed,FarsideCrater
evaScience,Mun,SrfSplashed,NorthwestCrater
evaScience,Mun,SrfSplashed,SouthwestCrater
evaScience,Mun,SrfSplashed,TwinCraters
evaScience,Mun,SrfSplashed,PolarCrater
evaScience,Mun,SrfSplashed,PolarLowlands
evaScience,Mun,SrfSplashed,Poles
evaScience,Mun,SrfSplashed,Lowlands
evaScience,Mun,SrfSplashed,FarsideBasin
evaScience,Mun,FlyingLow,NorthernBasin
evaScience,Mun,FlyingLow,HighlandCraters
evaScience,Mun,FlyingLow,Highlands
evaScience,Mun,FlyingLow,MidlandCraters
evaScience,Mun,FlyingLow,Midlands
evaScience,Mun,FlyingLow,Canyons
evaScience,Mun,FlyingLow,EastCrater
evaScience,Mun,FlyingLow,EastFarsideCrater
evaScience,Mun,FlyingLow,FarsideCrater
evaScience,Mun,FlyingLow,NorthwestCrater
evaScience,Mun,FlyingLow,SouthwestCrater
evaScience,Mun,FlyingLow,TwinCraters
evaScience,Mun,FlyingLow,PolarCrater
evaScience,Mun,FlyingLow,PolarLowlands
evaScience,Mun,FlyingLow,Poles
evaScience,Mun,FlyingLow,Lowlands
evaScience,Mun,FlyingLow,FarsideBasin
evaScience,Mun,FlyingHigh,NorthernBasin
evaScience,Mun,FlyingHigh,HighlandCraters
evaScience,Mun,FlyingHigh,Highlands
evaScience,Mun,FlyingHigh,MidlandCraters
evaScience,Mun,FlyingHigh,Midlands
evaScience,Mun,FlyingHigh,Canyons
evaScience,Mun,FlyingHigh,EastCrater
evaScience,Mun,FlyingHigh,EastFarsideCrater
evaScience,Mun,FlyingHigh,FarsideCrater
evaScience,Mun,FlyingHigh,NorthwestCrater
evaScience,Mun,FlyingHigh,SouthwestCrater
evaScience,Mun,FlyingHigh,TwinCraters
evaScience,Mun,FlyingHigh,PolarCrater
evaScience,Mun,FlyingHigh,PolarLowlands
evaScience,Mun,FlyingHigh,Poles
evaScience,Mun,FlyingHigh,Lowlands
evaScience,Mun,FlyingHigh,FarsideBasin
evaScience,Mun,InSpaceLow,NorthernBasin
evaScience,Mun,InSpaceLow,HighlandCraters
evaScience,Mun,InSpaceLow,Highlands
evaScience,Mun,InSpaceLow,MidlandCraters
evaScience,Mun,InSpaceLow,Midlands
evaScience,Mun,InSpaceLow,Canyons
evaScience,Mun,InSpaceLow,EastCrater
evaScience,Mun,InSpaceLow,EastFarsideCrater
evaScience,Mun,InSpaceLow,FarsideCrater
evaScience,Mun,InSpaceLow,NorthwestCrater
evaScience,Mun,InSpaceLow,SouthwestCrater
evaScience,Mun,InSpaceLow,TwinCraters
evaScience,Mun,InSpaceLow,PolarCrater
evaScience,Mun,InSpaceLow,PolarLowlands
evaScience,Mun,InSpaceLow,Poles
evaScience,Mun,InSpaceLow,Lowlands
evaScience,Mun,InSpaceLow,FarsideBasin
evaScience,Mun,InSpaceHigh,NorthernBasin
evaScience,Mun,InSpaceHigh,HighlandCraters
evaScience,Mun,InSpaceHigh,Highlands
evaScience,Mun,InSpaceHigh,MidlandCraters
evaScience,Mun,InSpaceHigh,Midlands
evaScience,Mun,InSpaceHigh,Canyons
evaScience,Mun,InSpaceHigh,EastCrater
evaScience,Mun,InSpaceHigh,EastFarsideCrater
evaScience,Mun,InSpaceHigh,FarsideCrater
evaScience,Mun,InSpaceHigh,NorthwestCrater
evaScience,Mun,InSpaceHigh,SouthwestCrater
evaScience,Mun,InSpaceHigh,TwinCraters
evaScience,Mun,InSpaceHigh,PolarCrater
evaScience,Mun,InSpaceHigh,PolarLowlands
evaScience,Mun,InSpaceHigh,Poles
evaScience,Mun,InSpaceHigh,Lowlands
evaScience,Mun,InSpaceHigh,FarsideBasin
infraredTelescope,Mun,SrfLanded,NorthernBasin
infraredTelescope,Mun,SrfLanded,HighlandCraters
infraredTelescope,Mun,SrfLanded,Highlands
infraredTelescope,Mun,SrfLanded,MidlandCraters
infraredTelescope,Mun,SrfLanded,Midlands
infraredTelescope,Mun,SrfLanded,Canyons
infraredTelescope,Mun,SrfLanded,EastCrater
infraredTelescope,Mun,SrfLanded,EastFarsideCrater
infraredTelescope,Mun,SrfLanded,FarsideCrater
infraredTelescope,Mun,SrfLanded,NorthwestCrater
infraredTelescope,Mun,SrfLanded,SouthwestCrater
infraredTelescope,Mun,SrfLanded,TwinCraters
infraredTelescope,Mun,SrfLanded,PolarCrater
infraredTelescope,Mun,SrfLanded,PolarLowlands
infraredTelescope,Mun,SrfLanded,Poles
infraredTelescope,Mun,SrfLanded,Lowlands
infraredTelescope,Mun,SrfLanded,FarsideBasin
infraredTelescope,Mun,SrfSplashed,NorthernBasin
infraredTelescope,Mun,SrfSplashed,HighlandCraters
infraredTelescope,Mun,SrfSplashed,Highlands
infraredTelescope,Mun,SrfSplashed,MidlandCraters
infraredTelescope,Mun,SrfSplashed,Midlands
infraredTelescope,Mun,SrfSplashed,Canyons
infraredTelescope,Mun,SrfSplashed,EastCrater
infraredTelescope,Mun,SrfSplashed,EastFarsideCrater
infraredTelescope,Mun,SrfSplashed,FarsideCrater
infraredTelescope,Mun,SrfSplashed,NorthwestCrater
infraredTelescope,Mun,SrfSplashed,SouthwestCrater
infraredTelescope,Mun,SrfSplashed,TwinCraters
infraredTelescope,Mun,SrfSplashed,PolarCrater
infraredTelescope,Mun,SrfSplashed,PolarLowlands
infraredTelescope,Mun,SrfSplashed,Poles
infraredTelescope,Mun,SrfSplashed,Lowlands
infraredTelescope,Mun,SrfSplashed,FarsideBasin
infraredTelescope,Mun,FlyingLow,NorthernBasin
infraredTelescope,Mun,FlyingLow,HighlandCraters
infraredTelescope,Mun,FlyingLow,Highlands
infraredTelescope,Mun,FlyingLow,MidlandCraters
infraredTelescope,Mun,FlyingLow,Midlands
infraredTelescope,Mun,FlyingLow,Canyons
infraredTelescope,Mun,FlyingLow,EastCrater
infraredTelescope,Mun,FlyingLow,EastFarsideCrater
infraredTelescope,Mun,FlyingLow,FarsideCrater
infraredTelescope,Mun,FlyingLow,NorthwestCrater
infraredTelescope,Mun,FlyingLow,SouthwestCrater
infraredTelescope,Mun,FlyingLow,TwinCraters
infraredTelescope,Mun,FlyingLow,PolarCrater
infraredTelescope,Mun,FlyingLow,PolarLowlands
infraredTelescope,Mun,FlyingLow,Poles
infraredTelescope,Mun,FlyingLow,Lowlands
infraredTelescope,Mun,FlyingLow,FarsideBasin
infraredTelescope,Mun,FlyingHigh,NorthernBasin
infraredTelescope,Mun,FlyingHigh,HighlandCraters
infraredTelescope,Mun,FlyingHigh,Highlands
infraredTelescope,Mun,FlyingHigh,MidlandCraters
infraredTelescope,Mun,FlyingHigh,Midlands
infraredTelescope,Mun,FlyingHigh,Canyons
infraredTelescope,Mun,FlyingHigh,EastCrater
infraredTelescope,Mun,FlyingHigh,EastFarsideCrater
infraredTelescope,Mun,FlyingHigh,FarsideCrater
infraredTelescope,Mun,FlyingHigh,NorthwestCrater
infraredTelescope,Mun,FlyingHigh,SouthwestCrater
infraredTelescope,Mun,FlyingHigh,TwinCraters
infraredTelescope,Mun,FlyingHigh,PolarCrater
infraredTelescope,Mun,FlyingHigh,PolarLowlands
infraredTelescope,Mun,FlyingHigh,Poles
infraredTelescope,Mun,FlyingHigh,Lowlands
infraredTelescope,Mun,FlyingHigh,FarsideBasin
infraredTelescope,Mun,InSpaceLow,NorthernBasin
infraredTelescope,Mun,InSpaceLow,HighlandCraters
infraredTelescope,Mun,InSpaceLow,Highlands
infraredTelescope,Mun,InSpaceLow,MidlandCraters
infraredTelescope,Mun,InSpaceLow,Midlands
infraredTelescope,Mun,InSpaceLow,Canyons
infraredTelescope,Mun,InSpaceLow,EastCrater
infraredTelescope,Mun,InSpaceLow,EastFarsideCrater
infraredTelescope,Mun,InSpaceLow,FarsideCrater
infraredTelescope,Mun,InSpaceLow,NorthwestCrater
infraredTelescope,Mun,InSpaceLow,SouthwestCrater
infraredTelescope,Mun,InSpaceLow,TwinCraters
infraredTelescope,Mun,InSpaceLow,PolarCrater
infraredTelescope,Mun,InSpaceLow,PolarLowlands
infraredTelescope,Mun,InSpaceLow,Poles
infraredTelescope,Mun,InSpaceLow,Lowlands
infraredTelescope,Mun,InSpaceLow,FarsideBasin
infraredTelescope,Mun,InSpaceHigh,NorthernBasin
infraredTelescope,Mun,InSpaceHigh,HighlandCraters
infraredTelescope,Mun,InSpaceHigh,Highlands
infraredTelescope,Mun,InSpaceHigh,MidlandCraters
infraredTelescope,Mun,InSpaceHigh,Midlands
infraredTelescope,Mun,InSpaceHigh,Canyons
infraredTelescope,Mun,InSpaceHigh,EastCrater
infraredTelescope,Mun,InSpaceHigh,EastFarsideCrater
infraredTelescope,Mun,InSpaceHigh,FarsideCrater
infraredTelescope,Mun,InSpaceHigh,NorthwestCrater
infraredTelescope,Mun,InSpaceHigh,SouthwestCrater
infraredTelescope,Mun,InSpaceHigh,TwinCraters
infraredTelescope,Mun,InSpaceHigh,PolarCrater
infraredTelescope,Mun,InSpaceHigh,PolarLowlands
infraredTelescope,Mun,InSpaceHigh,Poles
infraredTelescope,Mun,InSpaceHigh,Lowlands
infraredTelescope,Mun,InSpaceHigh,FarsideBasin
magnetometer,Mun,SrfLanded,NorthernBasin
magnetometer,Mun,SrfLanded,HighlandCraters
magnetometer,Mun,SrfLanded,Highlands
magnetometer,Mun,SrfLanded,MidlandCraters
magnetometer,Mun,SrfLanded,Midlands
magnetometer,Mun,SrfLanded,Canyons
magnetometer,Mun,SrfLanded,EastCrater
magnetometer,Mun,SrfLanded,EastFarsideCrater
magnetometer,Mun,SrfLanded,FarsideCrater
magnetometer,Mun,SrfLanded,NorthwestCrater
magnetometer,Mun,SrfLanded,SouthwestCrater
magnetometer,Mun,SrfLanded,TwinCraters
magnetometer,Mun,SrfLanded,PolarCrater
magnetometer,Mun,SrfLanded,PolarLowlands
magnetometer,Mun,SrfLanded,Poles
magnetometer,Mun,SrfLanded,Lowlands
magnetometer,Mun,SrfLanded,FarsideBasin
magnetometer,Mun,SrfSplashed,NorthernBasin
magnetometer,Mun,SrfSplashed,HighlandCraters
magnetometer,Mun,SrfSplashed,Highlands
magnetometer,Mun,SrfSplashed,MidlandCraters
magnetometer,Mun,SrfSplashed,Midlands
magnetometer,Mun,SrfSplashed,Canyons
magnetometer,Mun,SrfSplashed,EastCrater
magnetometer,Mun,SrfSplashed,EastFarsideCrater
magnetometer,Mun,SrfSplashed,FarsideCrater
magnetometer,Mun,SrfSplashed,NorthwestCrater
magnetometer,Mun,SrfSplashed,SouthwestCrater
magnetometer,Mun,SrfSplashed,TwinCraters
magnetometer,Mun,SrfSplashed,PolarCrater
magnetometer,Mun,SrfSplashed,PolarLowlands
magnetometer,Mun,SrfSplashed,Poles
magnetometer,Mun,SrfSplashed,Lowlands
magnetometer,Mun,SrfSplashed,FarsideBasin
magnetometer,Mun,FlyingLow,NorthernBasin
magnetometer,Mun,FlyingLow,HighlandCraters
magnetometer,Mun,FlyingLow,Highlands
magnetometer,Mun,FlyingLow,MidlandCraters
magnetometer,Mun,FlyingLow,Midlands
magnetometer,Mun,FlyingLow,Canyons
magnetometer,Mun,FlyingLow,EastCrater
magnetometer,Mun,FlyingLow,EastFarsideCrater
magnetometer,Mun,FlyingLow,FarsideCrater
magnetometer,Mun,FlyingLow,NorthwestCrater
magnetometer,Mun,FlyingLow,SouthwestCrater
magnetometer,Mun,FlyingLow,TwinCraters
magnetometer,Mun,FlyingLow,PolarCrater
magnetometer,Mun,FlyingLow,PolarLowlands
magnetometer,Mun,FlyingLow,Poles
magnetometer,Mun,FlyingLow,Lowlands
magnetometer,Mun,FlyingLow,FarsideBasin
magnetometer,Mun,FlyingHigh,NorthernBasin
magnetometer,Mun,FlyingHigh,HighlandCraters
magnetometer,Mun,FlyingHigh,Highlands
magnetometer,Mun,FlyingHigh,MidlandCraters
magnetometer,Mun,FlyingHigh,Midlands
magnetometer,Mun,FlyingHigh,Canyons
magnetometer,Mun,FlyingHigh,EastCrater
magnetometer,Mun,FlyingHigh,EastFarsideCrater
magnetometer,Mun,FlyingHigh,FarsideCrater
magnetometer,Mun,FlyingHigh,NorthwestCrater
magnetometer,Mun,FlyingHigh,SouthwestCrater
magnetometer,Mun,FlyingHigh,TwinCraters
magnetometer,Mun,FlyingHigh,PolarCrater
magnetometer,Mun,FlyingHigh,PolarLowlands
magnetometer,Mun,FlyingHigh,Poles
magnetometer,Mun,FlyingHigh,Lowlands
magnetometer,Mun,FlyingHigh,FarsideBasin
magnetometer,Mun,InSpaceLow,NorthernBasin
magnetometer,Mun,InSpaceLow,HighlandCraters
magnetometer,Mun,InSpaceLow,Highlands
magnetometer,Mun,InSpaceLow,MidlandCraters
magnetometer,Mun,InSpaceLow,Midlands
magnetometer,Mun,InSpaceLow,Canyons
magnetometer,Mun,InSpaceLow,EastCrater
magnetometer,Mun,InSpaceLow,EastFarsideCrater
magnetometer,Mun,InSpaceLow,FarsideCrater
magnetometer,Mun,InSpaceLow,NorthwestCrater
magnetometer,Mun,InSpaceLow,SouthwestCrater
magnetometer,Mun,InSpaceLow,TwinCraters
magnetometer,Mun,InSpaceLow,PolarCrater
magnetometer,Mun,InSpaceLow,PolarLowlands
magnetometer,Mun,InSpaceLow,Poles
magnetometer,Mun,InSpaceLow,Lowlands
magnetometer,Mun,InSpaceLow,FarsideBasin
magnetometer,Mun,InSpaceHigh,NorthernBasin
magnetometer,Mun,InSpaceHigh,HighlandCraters
magnetometer,Mun,InSpaceHigh,Highlands
magnetometer,Mun,InSpaceHigh,MidlandCraters
magnetometer,Mun,InSpaceHigh,Midlands
magnetometer,Mun,InSpaceHigh,Canyons
magnetometer,Mun,InSpaceHigh,EastCrater
magnetometer,Mun,InSpaceHigh,EastFarsideCrater
magnetometer,Mun,InSpaceHigh,FarsideCrater
magnetometer,Mun,InSpaceHigh,NorthwestCrater
magnetometer,Mun,InSpaceHigh,SouthwestCrater
magnetometer,Mun,InSpaceHigh,TwinCraters
magnetometer,Mun,InSpaceHigh,PolarCrater
magnetometer,Mun,InSpaceHigh,PolarLowlands
magnetometer,Mun,InSpaceHigh,Poles
magnetometer,Mun,InSpaceHigh,Lowlands
magnetometer,Mun,InSpaceHigh,FarsideBasin
asteroidSample,Mun,SrfLanded,NorthernBasin
asteroidSample,Mun,SrfLanded,HighlandCraters
asteroidSample,Mun,SrfLanded,Highlands
asteroidSample,Mun,SrfLanded,MidlandCraters
asteroidSample,Mun,SrfLanded,Midlands
asteroidSample,Mun,SrfLanded,Canyons
asteroidSample,Mun,SrfLanded,EastCrater
asteroidSample,Mun,SrfLanded,EastFarsideCrater
asteroidSample,Mun,SrfLanded,FarsideCrater
asteroidSample,Mun,SrfLanded,NorthwestCrater
asteroidSample,Mun,SrfLanded,SouthwestCrater
asteroidSample,Mun,SrfLanded,TwinCraters
asteroidSample,Mun,SrfLanded,PolarCrater
asteroidSample,Mun,SrfLanded,PolarLowlands
asteroidSample,Mun,SrfLanded,Poles
asteroidSample,Mun,SrfLanded,Lowlands
asteroidSample,Mun,SrfLanded,FarsideBasin
asteroidSample,Mun,SrfSplashed,NorthernBasin
asteroidSample,Mun,SrfSplashed,HighlandCraters
asteroidSample,Mun,SrfSplashed,Highlands
asteroidSample,Mun,SrfSplashed,MidlandCraters
asteroidSample,Mun,SrfSplashed,Midlands
asteroidSample,Mun,SrfSplashed,Canyons
asteroidSample,Mun,SrfSplashed,EastCrater
asteroidSample,Mun,SrfSplashed,EastFarsideCrater
asteroidSample,Mun,SrfSplashed,FarsideCrater
asteroidSample,Mun,SrfSplashed,NorthwestCrater
asteroidSample,Mun,SrfSplashed,SouthwestCrater
asteroidSample,Mun,SrfSplashed,TwinCraters
asteroidSample,Mun,SrfSplashed,PolarCrater
asteroidSample,Mun,SrfSplashed,PolarLowlands
asteroidSample,Mun,SrfSplashed,Poles
asteroidSample,Mun,SrfSplashed,Lowlands
asteroidSample,Mun,SrfSplashed,FarsideBasin
asteroidSample,Mun,FlyingLow,NorthernBasin
asteroidSample,Mun,FlyingLow,HighlandCraters
asteroidSample,Mun,FlyingLow,Highlands
asteroidSample,Mun,FlyingLow,MidlandCraters
asteroidSample,Mun,FlyingLow,Midlands
asteroidSample,Mun,FlyingLow,Canyons
asteroidSample,Mun,FlyingLow,EastCrater
asteroidSample,Mun,FlyingLow,EastFarsideCrater
asteroidSample,Mun,FlyingLow,FarsideCrater
asteroidSample,Mun,FlyingLow,NorthwestCrater
asteroidSample,Mun,FlyingLow,SouthwestCrater
asteroidSample,Mun,FlyingLow,TwinCraters
asteroidSample,Mun,FlyingLow,PolarCrater
asteroidSample,Mun,FlyingLow,PolarLowlands
asteroidSample,Mun,FlyingLow,Poles
asteroidSample,Mun,FlyingLow,Lowlands
asteroidSample,Mun,FlyingLow,FarsideBasin
asteroidSample,Mun,FlyingHigh,NorthernBasin
asteroidSample,Mun,FlyingHigh,HighlandCraters
asteroidSample,Mun,FlyingHigh,Highlands
asteroidSample,Mun,FlyingHigh,MidlandCraters
asteroidSample,Mun,FlyingHigh,Midlands
asteroidSample,Mun,FlyingHigh,Canyons
asteroidSample,Mun,FlyingHigh,EastCrater
asteroidSample,Mun,FlyingHigh,EastFarsideCrater
asteroidSample,Mun,FlyingHigh,FarsideCrater
asteroidSample,Mun,FlyingHigh,NorthwestCrater
asteroidSample,Mun,FlyingHigh,SouthwestCrater
asteroidSample,Mun,FlyingHigh,TwinCraters
asteroidSample,Mun,FlyingHigh,PolarCrater
asteroidSample,Mun,FlyingHigh,PolarLowlands
asteroidSample,Mun,FlyingHigh,Poles
asteroidSample,Mun,FlyingHigh,Lowlands
asteroidSample,Mun,FlyingHigh,FarsideBasin
asteroidSample,Mun,InSpaceLow,NorthernBasin
asteroidSample,Mun,InSpaceLow,HighlandCraters
asteroidSample,Mun,InSpaceLow,Highlands
asteroidSample,Mun,InSpaceLow,MidlandCraters
asteroidSample,Mun,InSpaceLow,Midlands
asteroidSample,Mun,InSpaceLow,Canyons
asteroidSample,Mun,InSpaceLow,EastCrater
asteroidSample,Mun,InSpaceLow,EastFarsideCrater
asteroidSample,Mun,InSpaceLow,FarsideCrater
asteroidSample,Mun,InSpaceLow,NorthwestCrater
asteroidSample,Mun,InSpaceLow,SouthwestCrater
asteroidSample,Mun,InSpaceLow,TwinCraters
asteroidSample,Mun,InSpaceLow,PolarCrater
asteroidSample,Mun,InSpaceLow,PolarLowlands
asteroidSample,Mun,InSpaceLow,Poles
asteroidSample,Mun,InSpaceLow,Lowlands
asteroidSample,Mun,InSpaceLow,FarsideBasin
asteroidSample,Mun,InSpaceHigh,NorthernBasin
asteroidSample,Mun,InSpaceHigh,HighlandCraters
asteroidSample,Mun,InSpaceHigh,Highlands
asteroidSample,Mun,InSpaceHigh,MidlandCraters
asteroidSample,Mun,InSpaceHigh,Midlands
asteroidSample,Mun,InSpaceHigh,Canyons
asteroidSample,Mun,InSpaceHigh,EastCrater
asteroidSample,Mun,InSpaceHigh,EastFarsideCrater
asteroidSample,Mun,InSpaceHigh,FarsideCrater
asteroidSample,Mun,InSpaceHigh,NorthwestCrater
asteroidSample,Mun,InSpaceHigh,SouthwestCrater
asteroidSample,Mun,InSpaceHigh,TwinCraters
asteroidSample,Mun,InSpaceHigh,PolarCrater
asteroidSample,Mun,InSpaceHigh,PolarLowlands
asteroidSample,Mun,InSpaceHigh,Poles
asteroidSample,Mun,InSpaceHigh,Lowlands
asteroidSample,Mun,InSpaceHigh,FarsideBasin
cometSample,Mun,SrfLanded,NorthernBasin
cometSample,Mun,SrfLanded,HighlandCraters
cometSample,Mun,SrfLanded,Highlands
cometSample,Mun,SrfLanded,MidlandCraters
cometSample,Mun,SrfLanded,Midlands
cometSample,Mun,SrfLanded,Canyons
cometSample,Mun,SrfLanded,EastCrater
cometSample,Mun,SrfLanded,EastFarsideCrater
cometSample,Mun,SrfLanded,FarsideCrater
cometSample,Mun,SrfLanded,NorthwestCrater
cometSample,Mun,SrfLanded,SouthwestCrater
cometSample,Mun,SrfLanded,TwinCraters
cometSample,Mun,SrfLanded,PolarCrater
cometSample,Mun,SrfLanded,PolarLowlands
cometSample,Mun,SrfLanded,Poles
cometSample,Mun,SrfLanded,Lowlands
cometSample,Mun,SrfLanded,FarsideBasin
cometSample,Mun,SrfSplashed,NorthernBasin
cometSample,Mun,SrfSplashed,HighlandCraters
cometSample,Mun,SrfSplashed,Highlands
cometSample,Mun,SrfSplashed,MidlandCraters
cometSample,Mun,SrfSplashed,Midlands
cometSample,Mun,SrfSplashed,Canyons
cometSample,Mun,SrfSplashed,EastCrater
cometSample,Mun,SrfSplashed,EastFarsideCrater
cometSample,Mun,SrfSplashed,FarsideCrater
cometSample,Mun,SrfSplashed,NorthwestCrater
cometSample,Mun,SrfSplashed,SouthwestCrater
cometSample,Mun,SrfSplashed,TwinCraters
cometSample,Mun,SrfSplashed,PolarCrater
cometSample,Mun,SrfSplashed,PolarLowlands
cometSample,Mun,SrfSplashed,Poles
cometSample,Mun,SrfSplashed,Lowlands
cometSample,Mun,SrfSplashed,FarsideBasin
cometSample,Mun,FlyingLow,NorthernBasin
cometSample,Mun,FlyingLow,HighlandCraters
cometSample,Mun,FlyingLow,Highlands
cometSample,Mun,FlyingLow,MidlandCraters
cometSample,Mun,FlyingLow,Midlands
cometSample,Mun,FlyingLow,Canyons
cometSample,Mun,FlyingLow,EastCrater
cometSample,Mun,FlyingLow,EastFarsideCrater
cometSample,Mun,FlyingLow,FarsideCrater
cometSample,Mun,FlyingLow,NorthwestCrater
cometSample,Mun,FlyingLow,SouthwestCrater
cometSample,Mun,FlyingLow,TwinCraters
cometSample,Mun,FlyingLow,PolarCrater
cometSample,Mun,FlyingLow,PolarLowlands
cometSample,Mun,FlyingLow,Poles
cometSample,Mun,FlyingLow,Lowlands
cometSample,Mun,FlyingLow,FarsideBasin
cometSample,Mun,FlyingHigh,NorthernBasin
cometSample,Mun,FlyingHigh,HighlandCraters
cometSample,Mun,FlyingHigh,Highlands
cometSample,Mun,FlyingHigh,MidlandCraters
cometSample,Mun,FlyingHigh,Midlands
cometSample,Mun,FlyingHigh,Canyons
cometSample,Mun,FlyingHigh,EastCrater
cometSample,Mun,FlyingHigh,EastFarsideCrater
cometSample,Mun,FlyingHigh,FarsideCrater
cometSample,Mun,FlyingHigh,NorthwestCrater
cometSample,Mun,FlyingHigh,SouthwestCrater
cometSample,Mun,FlyingHigh,TwinCraters
cometSample,Mun,FlyingHigh,PolarCrater
cometSample,Mun,FlyingHigh,PolarLowlands
cometSample,Mun,FlyingHigh,Poles
cometSample,Mun,FlyingHigh,Lowlands
cometSample,Mun,FlyingHigh,FarsideBasin
cometSample,Mun,InSpaceLow,NorthernBasin
cometSample,Mun,InSpaceLow,HighlandCraters
cometSample,Mun,InSpaceLow,Highlands
cometSample,Mun,InSpaceLow,MidlandCraters
cometSample,Mun,InSpaceLow,Midlands
cometSample,Mun,InSpaceLow,Canyons
cometSample,Mun,InSpaceLow,EastCrater
cometSample,Mun,InSpaceLow,EastFarsideCrater
cometSample,Mun,InSpaceLow,FarsideCrater
cometSample,Mun,InSpaceLow,NorthwestCrater
cometSample,Mun,InSpaceLow,SouthwestCrater
cometSample,Mun,InSpaceLow,TwinCraters
cometSample,Mun,InSpaceLow,PolarCrater
cometSample,Mun,InSpaceLow,PolarLowlands
cometSample,Mun,InSpaceLow,Poles
cometSample,Mun,InSpaceLow,Lowlands
cometSample,Mun,InSpaceLow,FarsideBasin
cometSample,Mun,InSpaceHigh,NorthernBasin
cometSample,Mun,InSpaceHigh,HighlandCraters
cometSample,Mun,InSpaceHigh,Highlands
cometSample,Mun,InSpaceHigh,MidlandCraters
cometSample,Mun,InSpaceHigh,Midlands
cometSample,Mun,InSpaceHigh,Canyons
cometSample,Mun,InSpaceHigh,EastCrater
cometSample,Mun,InSpaceHigh,EastFarsideCrater
cometSample,Mun,InSpaceHigh,FarsideCrater
cometSample,Mun,InSpaceHigh,NorthwestCrater
cometSample,Mun,InSpaceHigh,SouthwestCrater
cometSample,Mun,InSpaceHigh,TwinCraters
cometSample,Mun,InSpaceHigh,PolarCrater
cometSample,Mun,InSpaceHigh,PolarLowlands
cometSample,Mun,InSpaceHigh,Poles
cometSample,Mun,InSpaceHigh,Lowlands
cometSample,Mun,InSpaceHigh,FarsideBasin
surfaceSample,Duna,SrfLanded,Poles
surfaceSample,Duna,SrfLanded,Highlands
surfaceSample,Duna,SrfLanded,Midlands
surfaceSample,Duna,SrfLanded,Lowlands
surfaceSample,Duna,SrfLanded,Craters
surfaceSample,Duna,SrfSplashed,Poles
surfaceSample,Duna,SrfSplashed,Highlands
surfaceSample,Duna,SrfSplashed,Midlands
surfaceSample,Duna,SrfSplashed,Lowlands
surfaceSample,Duna,SrfSplashed,Craters
surfaceSample,Duna,FlyingLow,Poles
surfaceSample,Duna,FlyingLow,Highlands
surfaceSample,Duna,FlyingLow,Midlands
surfaceSample,Duna,FlyingLow,Lowlands
surfaceSample,Duna,FlyingLow,Craters
surfaceSample,Duna,FlyingHigh,Poles
surfaceSample,Duna,FlyingHigh,Highlands
surfaceSample,Duna,FlyingHigh,Midlands
surfaceSample,Duna,FlyingHigh,Lowlands
surfaceSample,Duna,FlyingHigh,Craters
surfaceSample,Duna,InSpaceLow,Poles
surfaceSample,Duna,InSpaceLow,Highlands
surfaceSample,Duna,InSpaceLow,Midlands
surfaceSample,Duna,InSpaceLow,Lowlands
surfaceSample,Duna,InSpaceLow,Craters
surfaceSample,Duna,InSpaceHigh,Poles
surfaceSample,Duna,InSpaceHigh,Highlands
surfaceSample,Duna,InSpaceHigh,Midlands
surfaceSample,Duna,InSpaceHigh,Lowlands
surfaceSample,Duna,InSpaceHigh,Craters
evaReport,Duna,SrfLanded,Poles
evaReport,Duna,SrfLanded,Highlands
evaReport,Duna,SrfLanded,Midlands
evaReport,Duna,SrfLanded,Lowlands
evaReport,Duna,SrfLanded,Craters
evaReport,Duna,SrfSplashed,Poles
evaReport,Duna,SrfSplashed,Highlands
evaReport,Duna,SrfSplashed,Midlands
evaReport,Duna,SrfSplashed,Lowlands
evaReport,Duna,SrfSplashed,Craters
evaReport,Duna,FlyingLow,Poles
evaReport,Duna,FlyingLow,Highlands
evaReport,Duna,FlyingLow,Midlands
evaReport,Duna,FlyingLow,Lowlands
evaReport,Duna,FlyingLow,Craters
evaReport,Duna,FlyingHigh,Poles
evaReport,Duna,FlyingHigh,Highlands
evaReport,Duna,FlyingHigh,Midlands
evaReport,Duna,FlyingHigh,Lowlands
evaReport,Duna,FlyingHigh,Craters
evaReport,Duna,InSpaceLow,Poles
evaReport,Duna,InSpaceLow,Highlands
evaReport,Duna,InSpaceLow,Midlands
evaReport,Duna,InSpaceLow,Lowlands
evaReport,Duna,InSpaceLow,Craters
evaReport,Duna,InSpaceHigh,Poles
evaReport,Duna,InSpaceHigh,Highlands
evaReport,Duna,InSpaceHigh,Midlands
evaReport,Duna,InSpaceHigh,Lowlands
evaReport,Duna,InSpaceHigh,Craters
crewReport,Duna,SrfLanded,Poles
crewReport,Duna,SrfLanded,Highlands
crewReport,Duna,SrfLanded,Midlands
crewReport,Duna,SrfLanded,Lowlands
crewReport,Duna,SrfLanded,Craters
crewReport,Duna,SrfSplashed,Poles
